Id,Label,Source,Target,Weight,Season
MELISANDRE,Melisandre,,,,
MISSANDEI,Missandei,,,,
MOUNTAIN,Gregor,,,,
MYRCELLA,Myrcella,,,,
NED,Ned,,,,
NED_UMBER,Ned Umber,,,,
NIGHT_KING,Night King,,,,
NYMERIA,Nymeria,,,,
OBARA,Obara,,,,
OBERYN,Oberyn,,,,
OLENNA,Olenna,,,,
PODRICK,Podrick,,,,
QHONO,Qhono,,,,
QYBURN,Qyburn,,,,
RAMSAY,Ramsay,,,,
RANDYLL,Randyll,,,,
RHAEGAR,Rhaegar,,,,
ROBB,Robb,,,,
ROBERT,Robert,,,,
ROBETT,Robett,,,,
SAM,Sam,,,,
SANSA,Sansa,,,,
SHIREEN,Shireen,,,,
STANNIS,Stannis,,,,
THEON,Theon,,,,
THOROS,Thoros,,,,
TOMMEN,Tommen,,,,
TORMUND,Tormund,,,,
TYCHO,Tycho,,,,
TYENE,Tyene,,,,
TYRION,Tyrion,,,,
TYWIN,Tywin,,,,
VARYS,Varys,,,,
VISERYS,Viserys,,,,
WALDER,Walder,,,,
WHITE_WALKER,White Walker,,,,
MAESTER_WOLKAN,Wolkan,,,,
YARA,Yara,,,,
YOHN_ROYCE,Yohn Royce,,,,
AEGON,Aegon,,,,
AERYS,Aerys,,,,
ALANNA,Alanna,,,,
ALTON,Alton,,,,
ALYS,Alys,,,,
ARYA,Arya,,,,
BERIC,Beric,,,,
BRAN,Bran,,,,
BRIENNE,Brienne,,,,
BRONN,Bronn,,,,
CATELYN,Catelyn,,,,
CERSEI,Cersei,,,,
CERSEIS_BABY,Cersei's Baby,,,,
CRAYAH,Crayah,,,,
DAENERYS,Daenerys,,,,
DAVOS,Davos,,,,
DICKON,Dickon,,,,
DIRAH,Dirah,,,,
DORNISH_PRINCE,Dornish Prince,,,,
EDDISON_TOLLETT,Eddison,,,,
EDMURE,Edmure,,,,
EURON,Euron,,,,
GENDRY,Gendry,,,,
GILLY,Gilly,,,,
GREY_WORM,Grey Worm,,,,
HARRY,Harry,,,,
HOUND,Sandor,,,,
IRONBORN_LORD,Ironborn Lord,,,,
JAIME,Jaime,,,,
JOFFREY,Joffrey,,,,
JON,Jon,,,,
JORAH,Jorah,,,,
LITTLE_SAM,Little Sam,,,,
LITTLEFINGER,Petyr,,,,
LYANNA,Lyanna,,,,
LYANNA_MORMONT,Lyanna Mormont,,,,
MAREI,Marei,,,,
MARTHA,Martha,,,,
MARWYN,Marwyn,,,,
MELISANDRE,Melisandre,,,,
MISSANDEI,Missandei,,,,
MOUNTAIN,Gregor,,,,
NED,Ned,,,,
NED_UMBER,Ned Umber,,,,
NIGHT_KING,Night King,,,,
NORA,Nora,,,,
OWEN,Owen,,,,
PODRICK,Podrick,,,,
QHONO,Qhono,,,,
QYBURN,Qyburn,,,,
RAMSAY,Ramsay,,,,
RANDYLL,Randyll,,,,
RHAEGAR,Rhaegar,,,,
RIVERLANDS_LORD,Riverlands Lord,,,,
ROBERT,Robert,,,,
ROBIN,Robin,,,,
SAM,Sam,,,,
SANSA,Sansa,,,,
SARRA,Sarra,,,,
TEELA,Teela,,,,
THEON,Theon,,,,
TORMUND,Tormund,,,,
TYRION,Tyrion,,,,
TYWIN,Tywin,,,,
UNSULLIED_CAPTAIN,Unsullied Captain,,,,
VALE_LORD,Vale Lord,,,,
VARYS,Varys,,,,
VICKY,Vicky,,,,
VISERYS,Viserys,,,,
WILLA,Willa,,,,
WILLIAM,William,,,,
MAESTER_WOLKAN,Wolkan,,,,
YARA,Yara,,,,
YOHN_ROYCE,Yohn Royce,,,,
,,NED,ROBERT,192.0,1.0
,,DAENERYS,JORAH,154.0,1.0
,,JON,SAM,121.0,1.0
,,LITTLEFINGER,NED,107.0,1.0
,,NED,VARYS,96.0,1.0
,,DAENERYS,DROGO,91.0,1.0
,,ARYA,NED,90.0,1.0
,,CATELYN,ROBB,90.0,1.0
,,BRONN,TYRION,86.0,1.0
,,CERSEI,NED,86.0,1.0
,,CERSEI,ROBERT,80.0,1.0
,,LITTLEFINGER,VARYS,73.0,1.0
,,SHAE,TYRION,73.0,1.0
,,CATELYN,NED,69.0,1.0
,,JOFFREY,SANSA,69.0,1.0
,,NED,PYCELLE,68.0,1.0
,,DAENERYS,VISERYS,66.0,1.0
,,SANSA,SEPTA_MORDANE,64.0,1.0
,,TYRION,TYWIN,61.0,1.0
,,JEOR,JON,60.0,1.0
,,ROBB,THEON,60.0,1.0
,,CERSEI,JOFFREY,54.0,1.0
,,ARYA,SANSA,53.0,1.0
,,BRAN,MAESTER_LUWIN,53.0,1.0
,,JAIME,NED,53.0,1.0
,,NED,SANSA,49.0,1.0
,,BRAN,ROBB,48.0,1.0
,,LORAS,RENLY,47.0,1.0
,,CERSEI,JAIME,46.0,1.0
,,DAENERYS,MIRRI_MAZ_DUUR,45.0,1.0
,,JON,TYRION,45.0,1.0
,,ARYA,SYRIO_FOREL,44.0,1.0
,,JORY_CASSEL,NED,44.0,1.0
,,JORAH,VISERYS,43.0,1.0
,,JON,PYP,42.0,1.0
,,CATELYN,TYRION,41.0,1.0
,,ROS,THEON,40.0,1.0
,,JOFFREY,NED,39.0,1.0
,,CERSEI,SANSA,36.0,1.0
,,GRENN,PYP,36.0,1.0
,,CATELYN,WALDER,34.0,1.0
,,DAENERYS,DOREAH,34.0,1.0
,,JAIME,TYRION,34.0,1.0
,,JAIME,TYWIN,34.0,1.0
,,BENJEN,JON,33.0,1.0
,,DAENERYS,IRRI,32.0,1.0
,,GREATJON_UMBER,ROBB,31.0,1.0
,,MORD,TYRION,31.0,1.0
,,CATELYN,LYSA,30.0,1.0
,,DOREAH,VISERYS,30.0,1.0
,,JORAH,RAKHARO,30.0,1.0
,,LYSA,ROBIN,30.0,1.0
,,LYSA,TYRION,30.0,1.0
,,NED,RENLY,30.0,1.0
,,PYP,SAM,30.0,1.0
,,RENLY,ROBERT,30.0,1.0
,,BRAN,NED,29.0,1.0
,,BRAN,OSHA,29.0,1.0
,,JON,NED,29.0,1.0
,,BRAN,CATELYN,28.0,1.0
,,CATELYN,JAIME,28.0,1.0
,,CATELYN,RODRIK,28.0,1.0
,,DAENERYS,QOTHO,28.0,1.0
,,JOFFREY,ROBERT,28.0,1.0
,,JON,MAESTER_AEMON,28.0,1.0
,,DROGO,VISERYS,27.0,1.0
,,JAIME,JORY_CASSEL,27.0,1.0
,,BRAN,THEON,26.0,1.0
,,CATELYN,LITTLEFINGER,26.0,1.0
,,CATELYN,MAESTER_LUWIN,26.0,1.0
,,BARRISTAN,NED,25.0,1.0
,,ILLYRIO,VISERYS,25.0,1.0
,,JON,ROBB,25.0,1.0
,,OSHA,THEON,25.0,1.0
,,ARYA,JOFFREY,24.0,1.0
,,GRENN,JON,24.0,1.0
,,NED,ROBB,23.0,1.0
,,BARRISTAN,ROBERT,22.0,1.0
,,CATELYN,CERSEI,22.0,1.0
,,LITTLEFINGER,SANSA,22.0,1.0
,,SHAGGA,TYRION,22.0,1.0
,,TYRION,YOREN,22.0,1.0
,,ALLISER_THORNE,JON,20.0,1.0
,,ARYA,JON,20.0,1.0
,,DROGO,JORAH,20.0,1.0
,,JAIME,ROBERT,20.0,1.0
,,BRAN,JON,19.0,1.0
,,DAENERYS,WINE_MERCHANT,19.0,1.0
,,HOUND,SANSA,19.0,1.0
,,LITTLEFINGER,PYCELLE,19.0,1.0
,,LITTLEFINGER,ROS,19.0,1.0
,,THEON,TYRION,19.0,1.0
,,ALLISER_THORNE,SAM,18.0,1.0
,,ARYA,YOREN,18.0,1.0
,,CERSEI,TYRION,18.0,1.0
,,BENJEN,TYRION,17.0,1.0
,,DAENERYS,RAKHARO,17.0,1.0
,,JEOR,SAM,17.0,1.0
,,LITTLEFINGER,RENLY,17.0,1.0
,,MAESTER_LUWIN,ROBB,17.0,1.0
,,ROBERT,SANSA,17.0,1.0
,,ROS,TYRION,17.0,1.0
,,CATELYN,THEON,16.0,1.0
,,GRENN,SAM,16.0,1.0
,,HOUND,JOFFREY,16.0,1.0
,,ROBB,TYRION,16.0,1.0
,,BRAN,TYRION,15.0,1.0
,,CATELYN,ROBERT,15.0,1.0
,,JEOR,TYRION,15.0,1.0
,,JOFFREY,TYRION,15.0,1.0
,,JOFFREY,VARYS,15.0,1.0
,,LANCEL,ROBERT,15.0,1.0
,,MIRRI_MAZ_DUUR,QOTHO,15.0,1.0
,,NED,YOREN,15.0,1.0
,,PYCELLE,VARYS,15.0,1.0
,,BENJEN,NED,14.0,1.0
,,BRAN,RICKON,14.0,1.0
,,CATELYN,JON,14.0,1.0
,,CATELYN,SANSA,14.0,1.0
,,JOFFREY,MARILLION,14.0,1.0
,,KEVAN,TYRION,14.0,1.0
,,LITTLEFINGER,ROBERT,14.0,1.0
,,BARRISTAN,CERSEI,13.0,1.0
,,CATELYN,VARDIS_EGEN,13.0,1.0
,,CERSEI,VARYS,13.0,1.0
,,DAENERYS,RHAEGO,13.0,1.0
,,JANOS,NED,13.0,1.0
,,JOFFREY,PYCELLE,13.0,1.0
,,MAESTER_LUWIN,THEON,13.0,1.0
,,NED,THEON,13.0,1.0
,,PYCELLE,SANSA,13.0,1.0
,,GENDRY,NED,12.0,1.0
,,HOT_PIE,LOMMY_GREENHANDS,12.0,1.0
,,JOFFREY,LITTLEFINGER,12.0,1.0
,,JOFFREY,MERYN_TRANT,12.0,1.0
,,JOFFREY,ROBB,12.0,1.0
,,JON_ARRYN,NED,12.0,1.0
,,KEVAN,TYWIN,12.0,1.0
,,MAESTER_LUWIN,OSHA,12.0,1.0
,,ARYA,SEPTA_MORDANE,11.0,1.0
,,BRAN,HODOR,11.0,1.0
,,BRONN,SHAE,11.0,1.0
,,CATELYN,GREATJON_UMBER,11.0,1.0
,,CATELYN,VARYS,11.0,1.0
,,GREATJON_UMBER,THEON,11.0,1.0
,,IRRI,RAKHARO,11.0,1.0
,,MERYN_TRANT,SYRIO_FOREL,11.0,1.0
,,NED,TYRION,11.0,1.0
,,NED,TYWIN,11.0,1.0
,,PYCELLE,ROBERT,11.0,1.0
,,RENLY,STANNIS,11.0,1.0
,,ROBB,RODRIK,11.0,1.0
,,ROBERT,VARYS,11.0,1.0
,,ALLISER_THORNE,PYP,10.0,1.0
,,ARYA,ROBERT,10.0,1.0
,,CATELYN,ROBIN,10.0,1.0
,,DAENERYS,ILLYRIO,10.0,1.0
,,DROGO,MAGO,10.0,1.0
,,HOUND,NED,10.0,1.0
,,HOUND,TYRION,10.0,1.0
,,JAIME,JON,10.0,1.0
,,JAIME,ROBB,10.0,1.0
,,JEOR,PYP,10.0,1.0
,,JOFFREY,MYCAH,10.0,1.0
,,JORAH,WINE_MERCHANT,10.0,1.0
,,MERYN_TRANT,SANSA,10.0,1.0
,,NED,RODRIK,10.0,1.0
,,NED,STANNIS,10.0,1.0
,,NED,TOBHO_MOTT,10.0,1.0
,,PYP,RAST,10.0,1.0
,,ALLISER_THORNE,JEOR,9.0,1.0
,,ARYA,CERSEI,9.0,1.0
,,BRAN,JAIME,9.0,1.0
,,BRAN,OLD_NAN,9.0,1.0
,,CERSEI,PYCELLE,9.0,1.0
,,DROGO,MIRRI_MAZ_DUUR,9.0,1.0
,,ILLYRIO,VARYS,9.0,1.0
,,IRRI,JORAH,9.0,1.0
,,JEOR,MAESTER_AEMON,9.0,1.0
,,MHAEGEN,NED,9.0,1.0
,,NED,SEPTA_MORDANE,9.0,1.0
,,PYCELLE,ROS,9.0,1.0
,,RENLY,VARYS,9.0,1.0
,,ROBB,SANSA,9.0,1.0
,,ROBIN,TYRION,9.0,1.0
,,RODRIK,TYRION,9.0,1.0
,,VARDIS_EGEN,TYRION,9.0,1.0
,,AERYS,NED,8.0,1.0
,,BAELOR,NED,8.0,1.0
,,CERSEI,LITTLEFINGER,8.0,1.0
,,CERSEI,ROBB,8.0,1.0
,,DAENERYS,MAGO,8.0,1.0
,,DAREON,PYP,8.0,1.0
,,HOUND,MERYN_TRANT,8.0,1.0
,,JORAH,MIRRI_MAZ_DUUR,8.0,1.0
,,OSHA,ROBB,8.0,1.0
,,PYCELLE,RENLY,8.0,1.0
,,ROBERT,TYWIN,8.0,1.0
,,RODRIK,THEON,8.0,1.0
,,SANSA,VARYS,8.0,1.0
,,AERYS,ROBERT,7.0,1.0
,,ALLISER_THORNE,GRENN,7.0,1.0
,,ARYA,CATELYN,7.0,1.0
,,ARYA,GENDRY,7.0,1.0
,,ARYA,HOUND,7.0,1.0
,,ARYA,JORY_CASSEL,7.0,1.0
,,ARYA,STABLE_BOY,7.0,1.0
,,ARYA,VARYS,7.0,1.0
,,BRAN,ROBERT,7.0,1.0
,,BRONN,CATELYN,7.0,1.0
,,GREATJON_UMBER,RODRIK,7.0,1.0
,,HUGH_OF_THE_VALE,JORY_CASSEL,7.0,1.0
,,JON,RAST,7.0,1.0
,,JON,THEON,7.0,1.0
,,JON_ARRYN,ROBERT,7.0,1.0
,,JORY_CASSEL,LITTLEFINGER,7.0,1.0
,,LYSA,VARDIS_EGEN,7.0,1.0
,,MAESTER_AEMON,TYRION,7.0,1.0
,,MAESTER_LUWIN,TYRION,7.0,1.0
,,ROBERT,TYRION,7.0,1.0
,,ROBERT,VISERYS,7.0,1.0
,,ARYA,ROBB,6.0,1.0
,,BARRISTAN,VARYS,6.0,1.0
,,BRONN,RODRIK,6.0,1.0
,,DROGO,ILLYRIO,6.0,1.0
,,DROGO,QOTHO,6.0,1.0
,,DROGO,RHAEGO,6.0,1.0
,,GRENN,RAST,6.0,1.0
,,GRENN,TYRION,6.0,1.0
,,HOUND,ROBERT,6.0,1.0
,,HUGH_OF_THE_VALE,NED,6.0,1.0
,,JAIME,JOFFREY,6.0,1.0
,,JEOR,OTHELL_YARWYCK,6.0,1.0
,,JEOR,OTHOR,6.0,1.0
,,LITTLEFINGER,MOUNTAIN,6.0,1.0
,,LITTLEFINGER,TYRION,6.0,1.0
,,MAESTER_AEMON,PYP,6.0,1.0
,,MAESTER_AEMON,SAM,6.0,1.0
,,NED,SYRIO_FOREL,6.0,1.0
,,NED,TOMARD,6.0,1.0
,,OTHELL_YARWYCK,SAM,6.0,1.0
,,PYP,TYRION,6.0,1.0
,,RAST,SAM,6.0,1.0
,,SHAGGA,TYWIN,6.0,1.0
,,ARYA,BAELOR,5.0,1.0
,,ARYA,BRAN,5.0,1.0
,,ARYA,HOT_PIE,5.0,1.0
,,ARYA,LITTLEFINGER,5.0,1.0
,,ARYA,MERYN_TRANT,5.0,1.0
,,ARYA,MYCAH,5.0,1.0
,,BARRISTAN,JOFFREY,5.0,1.0
,,BENJEN,ROBB,5.0,1.0
,,BENJEN,YOREN,5.0,1.0
,,BRAN,RODRIK,5.0,1.0
,,BRONN,LYSA,5.0,1.0
,,BRONN,SHAGGA,5.0,1.0
,,BRONN,TYWIN,5.0,1.0
,,CATELYN,MORD,5.0,1.0
,,DAENERYS,ROBERT,5.0,1.0
,,DOREAH,IRRI,5.0,1.0
,,DROGO,RAKHARO,5.0,1.0
,,GARED,ROYCE,5.0,1.0
,,GENDRY,TOBHO_MOTT,5.0,1.0
,,HOUND,LITTLEFINGER,5.0,1.0
,,HOUND,MOUNTAIN,5.0,1.0
,,JAIME,KEVAN,5.0,1.0
,,JAIME,LITTLEFINGER,5.0,1.0
,,JANOS,VARYS,5.0,1.0
,,JOFFREY,SEPTA_MORDANE,5.0,1.0
,,JON,OTHELL_YARWYCK,5.0,1.0
,,JON,OTHOR,5.0,1.0
,,JON_ARRYN,LITTLEFINGER,5.0,1.0
,,JON_ARRYN,LYSA,5.0,1.0
,,JONOS_BRACKEN,ROBB,5.0,1.0
,,JORAH,QOTHO,5.0,1.0
,,LYSA,MORD,5.0,1.0
,,MAESTER_LUWIN,NED,5.0,1.0
,,MARILLION,RODRIK,5.0,1.0
,,MARILLION,TYRION,5.0,1.0
,,MASHA_HEDDLE,TYRION,5.0,1.0
,,MOUNTAIN,NED,5.0,1.0
,,RENLY,SANSA,5.0,1.0
,,ROBB,ROBERT,5.0,1.0
,,ROBB,TYWIN,5.0,1.0
,,ROBB,WALDER,5.0,1.0
,,ROBERT,STANNIS,5.0,1.0
,,AERYS,RICKARD_STARK,4.0,1.0
,,ALLISER_THORNE,RAST,4.0,1.0
,,ARYA,ILYN_PAYNE,4.0,1.0
,,BAELOR,YOREN,4.0,1.0
,,BARRISTAN,JAIME,4.0,1.0
,,BARRISTAN,LITTLEFINGER,4.0,1.0
,,BARRISTAN,PYCELLE,4.0,1.0
,,BRAN,CERSEI,4.0,1.0
,,BRONN,VARDIS_EGEN,4.0,1.0
,,CATELYN,JON_ARRYN,4.0,1.0
,,CATELYN,MARILLION,4.0,1.0
,,CATELYN,TYWIN,4.0,1.0
,,CERSEI,HOUND,4.0,1.0
,,DAENERYS,VARYS,4.0,1.0
,,DAREON,JON,4.0,1.0
,,DAREON,SAM,4.0,1.0
,,GARED,WILL,4.0,1.0
,,GRENN,JEOR,4.0,1.0
,,HOUND,LORAS,4.0,1.0
,,HUGH_OF_THE_VALE,LITTLEFINGER,4.0,1.0
,,ILYN_PAYNE,JOFFREY,4.0,1.0
,,ILYN_PAYNE,NED,4.0,1.0
,,ILYN_PAYNE,SANSA,4.0,1.0
,,ILYN_PAYNE,YOREN,4.0,1.0
,,JAIME,ROS,4.0,1.0
,,JAIME,THEON,4.0,1.0
,,JORY_CASSEL,ROBERT,4.0,1.0
,,LANCEL,NED,4.0,1.0
,,LITTLEFINGER,SEPTA_MORDANE,4.0,1.0
,,LITTLEFINGER,TYWIN,4.0,1.0
,,LORAS,MOUNTAIN,4.0,1.0
,,LORAS,NED,4.0,1.0
,,LORAS,SANSA,4.0,1.0
,,LYANNA,NED,4.0,1.0
,,MIRRI_MAZ_DUUR,RAKHARO,4.0,1.0
,,MOUNTAIN,ROBERT,4.0,1.0
,,MOUNTAIN,SANSA,4.0,1.0
,,MYCAH,SANSA,4.0,1.0
,,NED,RICKARD_STARK,4.0,1.0
,,OLD_NAN,ROBB,4.0,1.0
,,ROYCE,WILL,4.0,1.0
,,RYGER_RIVERS,WALDER,4.0,1.0
,,SANSA,YOREN,4.0,1.0
,,SHAE,TYWIN,4.0,1.0
,,STEVRON_FREY,WALDER,4.0,1.0
,,WAYMAR_ROYCE,WILL,4.0,1.0
,,ADDAM_MARBRAND,KEVAN,3.0,1.0
,,ADDAM_MARBRAND,LEO_LEFFORD,3.0,1.0
,,AERYS,JAIME,3.0,1.0
,,AERYS,RHAEGAR,3.0,1.0
,,ALLISER_THORNE,OTHELL_YARWYCK,3.0,1.0
,,ARYA,JAIME,3.0,1.0
,,ARYA,PYCELLE,3.0,1.0
,,ASSASSIN,CATELYN,3.0,1.0
,,BAELOR,ILYN_PAYNE,3.0,1.0
,,BALON,THEON,3.0,1.0
,,BARRISTAN,LANCEL,3.0,1.0
,,BARRISTAN,RENLY,3.0,1.0
,,BERIC,NED,3.0,1.0
,,BRAN,WILL,3.0,1.0
,,BRANDON_STARK,NED,3.0,1.0
,,BRONN,MORD,3.0,1.0
,,BRONN,ROBIN,3.0,1.0
,,CATELYN,HOSTER,3.0,1.0
,,CATELYN,JOFFREY,3.0,1.0
,,CATELYN,MASHA_HEDDLE,3.0,1.0
,,CATELYN,YOREN,3.0,1.0
,,CERSEI,ILYN_PAYNE,3.0,1.0
,,CERSEI,JON,3.0,1.0
,,CERSEI,JON_ARRYN,3.0,1.0
,,CERSEI,LANCEL,3.0,1.0
,,CERSEI,RENLY,3.0,1.0
,,CERSEI,TYWIN,3.0,1.0
,,COHOLLO,DROGO,3.0,1.0
,,DAENERYS,NED,3.0,1.0
,,DOREAH,DROGO,3.0,1.0
,,DOREAH,WINE_MERCHANT,3.0,1.0
,,GENDRY,HOT_PIE,3.0,1.0
,,GREATJON_UMBER,JAIME,3.0,1.0
,,GREATJON_UMBER,TYWIN,3.0,1.0
,,HODOR,ROBB,3.0,1.0
,,HODOR,THEON,3.0,1.0
,,HODOR,TYRION,3.0,1.0
,,HOSTER,WALDER,3.0,1.0
,,HOUND,ILYN_PAYNE,3.0,1.0
,,IRRI,JHIQUI,3.0,1.0
,,IRRI,VISERYS,3.0,1.0
,,JANOS,RENLY,3.0,1.0
,,JEOR,NED,3.0,1.0
,,JEOR,ROBERT,3.0,1.0
,,JOFFREY,RENLY,3.0,1.0
,,JOFFREY,TYWIN,3.0,1.0
,,JOFFREY,YOREN,3.0,1.0
,,JON,ROBERT,3.0,1.0
,,JON,WILL,3.0,1.0
,,JON_ARRYN,PYCELLE,3.0,1.0
,,JON_ARRYN,ROBIN,3.0,1.0
,,JORAH,RHAEGO,3.0,1.0
,,LITTLEFINGER,STANNIS,3.0,1.0
,,LORAS,ROBERT,3.0,1.0
,,LYANNA,ROBERT,3.0,1.0
,,MERYN_TRANT,NED,3.0,1.0
,,MORD,ROBIN,3.0,1.0
,,MORD,VARDIS_EGEN,3.0,1.0
,,MYCAH,NED,3.0,1.0
,,MYRCELLA,TYRION,3.0,1.0
,,NED,PYP,3.0,1.0
,,NED,WILL,3.0,1.0
,,OSHA,RICKON,3.0,1.0
,,QOTHO,RAKHARO,3.0,1.0
,,RAKHARO,VISERYS,3.0,1.0
,,RAKHARO,WINE_MERCHANT,3.0,1.0
,,RAST,TYRION,3.0,1.0
,,RENLY,ROBB,3.0,1.0
,,RICKON,ROBB,3.0,1.0
,,ROBIN,VARDIS_EGEN,3.0,1.0
,,THEON,WALDER,3.0,1.0
,,VARYS,YOREN,3.0,1.0
,,ADDAM_MARBRAND,TYWIN,2.0,1.0
,,AEGON,AERYS,2.0,1.0
,,AEGON,MAESTER_AEMON,2.0,1.0
,,AERYS,BARRISTAN,2.0,1.0
,,AERYS,CATELYN,2.0,1.0
,,AERYS,JORAH,2.0,1.0
,,AERYS,MAESTER_AEMON,2.0,1.0
,,AERYS,RENLY,2.0,1.0
,,AERYS,SANSA,2.0,1.0
,,AERYS,SEPTA_MORDANE,2.0,1.0
,,ALLISER_THORNE,MAESTER_AEMON,2.0,1.0
,,ARYA,ILLYRIO,2.0,1.0
,,ARYA,LOMMY_GREENHANDS,2.0,1.0
,,ARYA,TYRION,2.0,1.0
,,ASSASSIN,BRAN,2.0,1.0
,,ASSASSIN,ROBB,2.0,1.0
,,BAELOR,CERSEI,2.0,1.0
,,BAELOR,HOUND,2.0,1.0
,,BAELOR,JOFFREY,2.0,1.0
,,BAELOR,PYCELLE,2.0,1.0
,,BAELOR,SANSA,2.0,1.0
,,BALON,TYRION,2.0,1.0
,,BENJEN,CATELYN,2.0,1.0
,,BENJEN,CERSEI,2.0,1.0
,,BENJEN,JEOR,2.0,1.0
,,BENJEN,ROBERT,2.0,1.0
,,BERIC,ROBERT,2.0,1.0
,,BORCAS,DAREON,2.0,1.0
,,BORCAS,PYP,2.0,1.0
,,BOWEN_MARSH,DAREON,2.0,1.0
,,BOWEN_MARSH,PYP,2.0,1.0
,,BRAN,BRANDON_STARK,2.0,1.0
,,BRAN,HOUND,2.0,1.0
,,BRANDON_STARK,CATELYN,2.0,1.0
,,BRANDON_STARK,JON,2.0,1.0
,,BRANDON_STARK,RICKARD_STARK,2.0,1.0
,,BRONN,KEVAN,2.0,1.0
,,BRONN,MARILLION,2.0,1.0
,,CATELYN,DAENERYS,2.0,1.0
,,CATELYN,HOUND,2.0,1.0
,,CATELYN,STEVRON_FREY,2.0,1.0
,,CERSEI,JEOR,2.0,1.0
,,CERSEI,LYANNA,2.0,1.0
,,CERSEI,MERYN_TRANT,2.0,1.0
,,CERSEI,ROS,2.0,1.0
,,CERSEI,STANNIS,2.0,1.0
,,CERSEI,YOREN,2.0,1.0
,,DAENERYS,JHIQUI,2.0,1.0
,,DAENERYS,SANSA,2.0,1.0
,,DAREON,GRENN,2.0,1.0
,,DAREON,JEOR,2.0,1.0
,,DAREON,LUKE,2.0,1.0
,,DAREON,MAESTER_AEMON,2.0,1.0
,,DAREON,RAST,2.0,1.0
,,DOREAH,IROGENIA,2.0,1.0
,,DOREAH,JHIQUI,2.0,1.0
,,DOREAH,JORAH,2.0,1.0
,,DROGO,IRRI,2.0,1.0
,,DROGO,ROBERT,2.0,1.0
,,GALBART_GLOVER,GREATJON_UMBER,2.0,1.0
,,GALBART_GLOVER,JONOS_BRACKEN,2.0,1.0
,,GALBART_GLOVER,ROBB,2.0,1.0
,,GENDRY,VARYS,2.0,1.0
,,GENDRY,YOREN,2.0,1.0
,,GREATJON_UMBER,NED,2.0,1.0
,,GREATJON_UMBER,RENLY,2.0,1.0
,,GREATJON_UMBER,RICKARD_KARSTARK,2.0,1.0
,,GREATJON_UMBER,STANNIS,2.0,1.0
,,GREATJON_UMBER,WALDER,2.0,1.0
,,HIGH_SEPTON,NED,2.0,1.0
,,HODOR,OSHA,2.0,1.0
,,HOUND,JAIME,2.0,1.0
,,HOUND,ROBB,2.0,1.0
,,HOUND,YOREN,2.0,1.0
,,HUGH_OF_THE_VALE,JON_ARRYN,2.0,1.0
,,HUGH_OF_THE_VALE,MOUNTAIN,2.0,1.0
,,HUGH_OF_THE_VALE,SANSA,2.0,1.0
,,ILLYRIO,JORAH,2.0,1.0
,,ILYN_PAYNE,MERYN_TRANT,2.0,1.0
,,ILYN_PAYNE,VARYS,2.0,1.0
,,JAIME,JON_ARRYN,2.0,1.0
,,JAIME,RICKARD_STARK,2.0,1.0
,,JAIME,SANSA,2.0,1.0
,,JAIME,TYSHA,2.0,1.0
,,JANOS,LITTLEFINGER,2.0,1.0
,,JANOS,PYCELLE,2.0,1.0
,,JAREMY_RYKKER,JEOR,2.0,1.0
,,JAREMY_RYKKER,OTHELL_YARWYCK,2.0,1.0
,,JAREMY_RYKKER,PYP,2.0,1.0
,,JEOR,JOFFREY,2.0,1.0
,,JOANNA,TYRION,2.0,1.0
,,JOFFREY,JON,2.0,1.0
,,JOFFREY,TOMMEN,2.0,1.0
,,JOFFREY,WILL,2.0,1.0
,,JON,RODRIK,2.0,1.0
,,JON,ROS,2.0,1.0
,,JON_ARRYN,VARYS,2.0,1.0
,,JORAH,LITTLE_BIRD,2.0,1.0
,,JORAH,NED,2.0,1.0
,,JORAH,VARYS,2.0,1.0
,,JORY_CASSEL,MHAEGEN,2.0,1.0
,,JORY_CASSEL,THEON,2.0,1.0
,,JOYEUSE,WALDER,2.0,1.0
,,KEVAN,LEO_LEFFORD,2.0,1.0
,,KEVAN,SHAGGA,2.0,1.0
,,LANCEL,RENLY,2.0,1.0
,,LEO_LEFFORD,TYRION,2.0,1.0
,,LITTLEFINGER,LORAS,2.0,1.0
,,LITTLEFINGER,MHAEGEN,2.0,1.0
,,LITTLEFINGER,YOREN,2.0,1.0
,,LORAS,MACE,2.0,1.0
,,LUKE,PYP,2.0,1.0
,,MAESTER_LUWIN,ROBERT,2.0,1.0
,,MAESTER_LUWIN,RODRIK,2.0,1.0
,,MAESTER_LUWIN,SANSA,2.0,1.0
,,MARILLION,MERYN_TRANT,2.0,1.0
,,MARILLION,YOREN,2.0,1.0
,,MELESSA,SAM,2.0,1.0
,,MORD,RODRIK,2.0,1.0
,,NED,ROOSE_BOLTON,2.0,1.0
,,NED,ROS,2.0,1.0
,,NED,STEFFON,2.0,1.0
,,NED,VARLY,2.0,1.0
,,OLD_NAN,THEON,2.0,1.0
,,OTHELL_YARWYCK,PYP,2.0,1.0
,,OTHOR,PYP,2.0,1.0
,,OTHOR,SAM,2.0,1.0
,,PYCELLE,TYWIN,2.0,1.0
,,PYCELLE,YOREN,2.0,1.0
,,RANDYLL,SAM,2.0,1.0
,,RENLY,TOMARD,2.0,1.0
,,RHAEGAR,ROBERT,2.0,1.0
,,RHAEGO,VISERYS,2.0,1.0
,,RICKARD_KARSTARK,ROBB,2.0,1.0
,,RICKARD_KARSTARK,THEON,2.0,1.0
,,ROBB,STANNIS,2.0,1.0
